CITY NAME>>,<<CHINESE NAME>>,<<CITY KEY
Kampala>>,<<坎帕拉>>,<<UGA006
Birao>>,<<比瑞奥>>,<<CAF014
Malakal>>,<<马拉卡勒>>,<<SDN001
Wau>>,<<瓦乌>>,<<SDN002
Dongola>>,<<栋古拉>>,<<SDN004
Omdurman>>,<<恩图曼>>,<<SDN005
Khartoum>>,<<喀土穆>>,<<SDN006
El Obeid>>,<<埃尔默>>,<<SDN008
Mecca>>,<<麦加>>,<<SAU009
Port Sudan>>,<<苏丹港>>,<<SDN009
Asmara>>,<<阿斯马拉>>,<<ERI001
Jeddah>>,<<吉达>>,<<SAU010
Sanaa>>,<<萨那>>,<<YEM003
Mek'ele>>,<<梅科埃里>>,<<ETH002
Lahij>>,<<基和萨米尔>>,<<YEM008
Djibouti>>,<<吉布提>>,<<DJI003
Harar>>,<<哈拉尔>>,<<ETH004
Debre Markos>>,<<德勃雷马科斯·>>,<<ETH006
Addis Ababa>>,<<亚的斯亚贝巴>>,<<ETH008
Gore>>,<<戈尔>>,<<ETH009
Marka>>,<<马卡>>,<<SOM005
Trondheim>>,<<特隆赫姆>>,<<NOR001
Molde>>,<<莫尔德>>,<<NOR002
Bergen>>,<<卑尔根>>,<<NOR003
Bremen>>,<<不来梅>>,<<DEU001
Hannover>>,<<汉诺威>>,<<DEU002
Erfurt>>,<<爱尔福特>>,<<DEU003
Frankfurt>>,<<法兰克福>>,<<DEU004
Rouen>>,<<鲁昂>>,<<FRA012
Le Havre>>,<<勒阿弗尔>>,<<FRA013
Paris>>,<<巴黎>>,<<FRA014
Stuttgart>>,<<斯图加特>>,<<DEU005
Orleans>>,<<奥尔良>>,<<FRA015
Poitiers>>,<<普瓦捷>>,<<FRA016
Limoges>>,<<里摩日>>,<<FRA017
Dunkirk>>,<<敦刻尔克>>,<<FRA018
Liege>>,<<列日>>,<<BEL001
Namur>>,<<那慕尔>>,<<BEL002
Mons>>,<<蒙斯>>,<<BEL003
Reims>>,<<兰斯>>,<<FRA019
Dijon>>,<<第戎>>,<<FRA020
Bruges>>,<<布鲁日>>,<<BEL004
Hasselt>>,<<哈瑟尔特>>,<<BEL007
Lille>>,<<里尔>>,<<FRA023
Brussels>>,<<布鲁塞尔>>,<<BEL008
Haarlem>>,<<哈勒姆>>,<<NLD004
Amsterdam>>,<<阿姆斯特丹>>,<<NLD005
Utrecht>>,<<乌得勒支>>,<<NLD006
The Hague>>,<<海牙>>,<<NLD007
Rotterdam>>,<<鹿特丹>>,<<NLD008
Groningen>>,<<格罗宁根>>,<<NLD009
Leeuwarden>>,<<吕伐登>>,<<NLD010
Assen>>,<<阿森>>,<<NLD011
Zwolle>>,<<兹沃勒>>,<<NLD012
Arnhem>>,<<阿纳姆>>,<<NLD013
Duisburg>>,<<杜伊斯堡>>,<<DEU006
Dusseldorf>>,<<杜塞尔多夫>>,<<DEU007
Maastricht>>,<<马斯特里赫特>>,<<NLD014
Dortmund>>,<<多特蒙德>>,<<DEU008
Essen>>,<<埃森>>,<<DEU009
Cologne>>,<<科隆>>,<<DEU010
Bonn>>,<<波恩>>,<<DEU011
Bremerhaven>>,<<不来梅港>>,<<DEU012
Arhus>>,<<奥尔胡斯>>,<<DNK002
Vejle>>,<<范捷市>>,<<DNK003
Odense>>,<<欧登塞>>,<<DNK004
Ribe>>,<<里伯>>,<<DNK005
Kiel>>,<<基尔>>,<<DEU013
Hamburg>>,<<汉堡>>,<<DEU014
Besancon>>,<<贝桑松>>,<<FRA024
Neuchatel>>,<<纳沙泰尔>>,<<CHE001
Fribourg>>,<<弗里堡>>,<<CHE002
Lausanne>>,<<洛桑>>,<<CHE003
Sion>>,<<锡安>>,<<CHE004
Geneva>>,<<日内瓦>>,<<CHE005
Aosta>>,<<奥斯塔>>,<<ITA015
Turin>>,<<都灵>>,<<ITA016
Basel>>,<<巴塞尔>>,<<CHE006
Aarau>>,<<阿劳>>,<<CHE008
Luzern>>,<<卢塞恩>>,<<CHE011
Stans>>,<<施坦斯>>,<<CHE012
Bern>>,<<伯尔尼>>,<<CHE013
Wiesbaden>>,<<威斯巴登>>,<<DEU015
Mainz>>,<<美因茨>>,<<DEU016
Luxembourg>>,<<卢森堡>>,<<LUX003
Saarbrucken>>,<<萨尔布吕肯>>,<<DEU017
Nancy>>,<<南希>>,<<FRA025
Strasbourg>>,<<斯特拉斯堡>>,<<FRA026
Saint Gallen>>,<<圣加伦>>,<<CHE015
Appenzell>>,<<阿彭策尔>>,<<CHE017
Vaduz>>,<<瓦杜兹>>,<<LIE001
Chur>>,<<库尔>>,<<CHE018
Trento>>,<<特兰托>>,<<ITA017
Milan>>,<<米兰>>,<<ITA018
Bregenz>>,<<布雷根茨>>,<<AUT001
Zurich>>,<<苏黎世>>,<<CHE022
Zug>>,<<楚格州>>,<<CHE023
Glarus>>,<<格拉鲁斯>>,<<CHE024
Schwyz>>,<<施维茨>>,<<CHE025
Altdorf>>,<<阿尔道夫>>,<<CHE026
Stavanger>>,<<斯塔万格>>,<<NOR006
Kristiansand>>,<<克里斯蒂安桑>>,<<NOR008
Hamar>>,<<位哈马尔>>,<<NOR011
Oslo>>,<<奥斯陆>>,<<NOR012
Bodo>>,<<博多>>,<<NOR016
Kalmar>>,<<卡马尔>>,<<SWE003
Linkoping>>,<<林雪平>>,<<SWE004
Jonkoping>>,<<延雪平>>,<<SWE005
Vasteras>>,<<韦斯特罗斯>>,<<SWE007
Karlstad>>,<<卡尔斯塔德>>,<<SWE008
Halmstad>>,<<哈尔姆斯塔德>>,<<SWE013
Lulea>>,<<吕勒奥>>,<<SWE014
Umea>>,<<于默奥>>,<<SWE015
Turku>>,<<图尔库>>,<<FIN002
Mariehamn>>,<<玛丽港>>,<<FIN003
Uppsala>>,<<乌普萨拉>>,<<SWE018
Visby>>,<<维斯比>>,<<SWE020
Stockholm>>,<<斯德哥尔摩>>,<<SWE021
Prague>>,<<布拉格>>,<<CZE002
Brno>>,<<布尔诺>>,<<CZE003
Linz>>,<<林兹>>,<<AUT002
Vienna>>,<<维也纳>>,<<AUT004
Munich>>,<<慕尼黑>>,<<DEU018
Salzburg>>,<<萨尔茨堡>>,<<AUT005
Innsbruck>>,<<因斯布鲁克>>,<<AUT006
Trieste>>,<<的里雅斯特>>,<<ITA019
Venice>>,<<威尼斯>>,<<ITA020
Rijeka>>,<<里耶卡>>,<<HRV001
Graz>>,<<格拉茨>>,<<AUT007
Klagenfurt>>,<<克拉根福>>,<<AUT008
Ljubljana>>,<<卢布尔雅那>>,<<SVN001
Zagreb>>,<<萨格勒布>>,<<HRV002
Berlin>>,<<柏林>>,<<DEU019
Potsdam>>,<<波茨坦>>,<<DEU020
Magdeburg>>,<<马格德堡>>,<<DEU021
Leipzig>>,<<莱比锡>>,<<DEU022
Dresden>>,<<德累斯顿>>,<<DEU023
Schwerin>>,<<什未林>>,<<DEU024
Roskilde>>,<<鲁开德那样>>,<<DNK010
Malmo>>,<<马尔默>>,<<SWE022
Soro>>,<<索罗>>,<<DNK011
Copenhagen>>,<<哥本哈根>>,<<DNK013
Kristianstad>>,<<克里斯蒂安斯塔德市>>,<<SWE024
Szczecin>>,<<什切青>>,<<POL002
Legnica>>,<<莱格尼察>>,<<POL007
Walbrzych>>,<<瓦乌布日赫>>,<<POL009
Gdynia>>,<<格丁尼亚>>,<<POL010
Kaliningrad>>,<<加里宁格勒>>,<<RUS008
Gdansk>>,<<格但斯克>>,<<POL012
Elblag>>,<<埃尔布隆格>>,<<POL013
Bydgoszcz>>,<<比得哥什>>,<<POL015
Torun>>,<<托伦>>,<<POL016
Poznan>>,<<波兹南>>,<<POL018
Kalisz>>,<<卡利什>>,<<POL020
Wroclaw>>,<<弗罗茨瓦夫>>,<<POL021
Lodz>>,<<罗兹>>,<<POL023
Czestochowa>>,<<琴斯托霍瓦>>,<<POL025
Warsaw>>,<<华沙>>,<<POL030
Radom>>,<<屏蔽罩>>,<<POL034
Kielce>>,<<凯尔采>>,<<POL035
Katowice>>,<<卡托维兹>>,<<POL036
Ostrava>>,<<斯特拉瓦>>,<<CZE007
Bratislava>>,<<布拉迪斯拉发>>,<<SVK002
Budapest>>,<<布达佩斯>>,<<HUN005
Szekesfehervar>>,<<塞克什白堡>>,<<HUN006
Krakow>>,<<克拉科夫>>,<<POL039
Tarnow>>,<<塔尔努夫>>,<<POL041
Miskolc>>,<<密什科尔茨>>,<<HUN012
Eger>>,<<埃格尔>>,<<HUN013
Kosice>>,<<科希策>>,<<SVK003
Debrecen>>,<<德布勒森>>,<<HUN015
Szeged>>,<<塞格德>>,<<HUN019
Arad>>,<<阿拉德>>,<<ROU014
Timisoara>>,<<蒂米什瓦拉>>,<<ROU015
Longyearbyen>>,<<朗伊尔城>>,<<SJM001
Tromso>>,<<特罗姆瑟>>,<<NOR019
Murmansk>>,<<摩尔曼斯克>>,<<RUS009
Hammerfest>>,<<哈默菲斯特>>,<<NOR022
Smolensk>>,<<斯摩棱斯克>>,<<RUS010
Homyel'>>,<<戈梅里的>>,<<BLR003
Kherson>>,<<赫尔松>>,<<UKR005
Minsk>>,<<明斯克>>,<<BLR004
Bacau>>,<<巴克乌>>,<<ROU033
Brasov>>,<<布拉索夫>>,<<ROU036
Vilnius>>,<<维尔纽斯>>,<<LTU001
Bialystok>>,<<比亚韦斯托克>>,<<POL046
Brest>>,<<布雷斯特>>,<<BLR006
Lublin>>,<<卢布林>>,<<POL048
Kyiv>>,<<基辅>>,<<UKR013
Chisinau>>,<<基希讷乌>>,<<MDA001
Helsinki>>,<<赫尔辛基>>,<<FIN008
Tallinn>>,<<塔林>>,<<EST001
Riga>>,<<里加>>,<<LVA001
Karelia>>,<<卡累利阿>>,<<RUS011
Rovaniemi>>,<<罗凡尼米>>,<<FIN009
Oulu>>,<<奥卢>>,<<FIN010
Saint Petersburg>>,<<圣彼德堡>>,<<RUS012
Novgorod>>,<<诺夫哥罗德>>,<<RUS013
Pskov>>,<<普斯科夫州>>,<<RUS014
Vologda>>,<<沃洛格达>>,<<RUS016
Yaroslavl>>,<<雅罗斯拉夫尔>>,<<RUS018
Ivanovo>>,<<伊凡诺沃>>,<<RUS019
Tver>>,<<特维尔>>,<<RUS020
Petrozavodsk>>,<<彼得罗扎沃茨克>>,<<RUS022
Vladimir>>,<<弗拉基米尔>>,<<RUS023
Ryazan>>,<<梁赞>>,<<RUS024
Tambov>>,<<坦波夫>>,<<RUS025
Volgograd>>,<<伏尔加格勒>>,<<RUS027
Rostov-on-Don>>,<<罗斯托夫>>,<<RUS028
Stavropol>>,<<斯塔夫罗波尔>>,<<RUS029
Elista>>,<<埃里斯特>>,<<RUS030
Belgorod>>,<<别尔哥罗德>>,<<RUS031
Kharkiv>>,<<哈尔科夫>>,<<UKR019
Poltava>>,<<波尔塔瓦>>,<<UKR020
Donets'k>>,<<顿涅茨克>>,<<UKR023
Krasnodar>>,<<克拉斯诺达尔>>,<<RUS032
Moscow>>,<<莫斯科>>,<<RUS033
Tula>>,<<图拉>>,<<RUS035
Orel>>,<<奥廖尔>>,<<RUS037
Kursk>>,<<库尔斯克>>,<<RUS038
Voronezh>>,<<沃罗涅什>>,<<RUS039
Sumy>>,<<苏梅>>,<<UKR025
Syktyvkar>>,<<瑟克特夫卡尔市>>,<<RUS040
Salekhard>>,<<哈尔德>>,<<RUS049
Tyumen>>,<<秋明>>,<<RUS050
Sverdlovsk>>,<<斯维尔德洛夫斯克>>,<<RUS051
Orenburg>>,<<奥伦堡>>,<<RUS053
Kazan'>>,<<喀山>>,<<RUS055
Saransk>>,<<萨兰斯克>>,<<RUS057
Penza>>,<<奔萨>>,<<RUS059
Saratov>>,<<萨拉托夫>>,<<RUS060
Atyrau>>,<<阿特劳>>,<<KAZ002
Astrakhan>>,<<阿斯特拉罕>>,<<RUS061
Chelyabinsk>>,<<车里雅宾斯克>>,<<RUS063
Aktyubinsk>>,<<阿克纠宾斯克州>>,<<KAZ004
Tomsk>>,<<托木斯克>>,<<RUS064
Khanty-Mansiysk>>,<<汉特-曼西斯克>>,<<RUS065
Igarka>>,<<伊加尔卡>>,<<RUS066
Omsk>>,<<鄂木斯克>>,<<RUS067
Pavlodar>>,<<甫洛达尔>>,<<KAZ008
Astana>>,<<阿斯塔纳>>,<<KAZ009
Karaganda>>,<<卡拉干达州>>,<<KAZ010
Ust'-Kamenogorsk>>,<<乌斯卡缅诺戈尔斯克>>,<<KAZ013
Kemerovo>>,<<克麦罗沃>>,<<RUS068
Novosibirsk>>,<<新西伯利亚>>,<<RUS069
Barnaul>>,<<巴尔瑙尔>>,<<RUS071
Semipalatinsk>>,<<塞米巴拉金斯克>>,<<KAZ014
Olgiy>>,<<乌勒盖>>,<<MNG001
Sari>>,<<莎丽>>,<<IRN001
Al Mukalla>>,<<艾尔 马卡拉>>,<<YEM010
Al Bayda>>,<<阿尔拜>>,<<YEM012
Aden>>,<<亚丁湾>>,<<YEM013
Tehran>>,<<德黑兰>>,<<IRN003
Garoowe>>,<<加鲁威>>,<<SOM011
Beledweyne>>,<<城镇贝莱德>>,<<SOM014
Mogadishu>>,<<摩加迪沙>>,<<SOM016
Esfahan>>,<<伊斯法罕>>,<<IRN004
Yazd>>,<<亚兹德>>,<<IRN006
Shiraz>>,<<设拉子>>,<<IRN008
Kuwait>>,<<科威特>>,<<KWT001
Hawalli>>,<<哈瓦利>>,<<KWT002
Bushehr>>,<<布什尔>>,<<IRN009
Manama>>,<<麦纳麦>>,<<BHR002
Riyadh>>,<<利雅得>>,<<SAU014
Khorramabad>>,<<霍拉马巴德>>,<<IRN011
Al-Kut>>,<<库特>>,<<IRQ013
Ahvaz>>,<<阿瓦士>>,<<IRN012
Ajman>>,<<阿治曼>>,<<ARE003
Sharjah>>,<<沙迦>>,<<ARE004
Doha>>,<<多哈>>,<<QAT001
Dubai>>,<<迪拜>>,<<ARE005
Abu Dhabi>>,<<阿布扎比>>,<<ARE006
Baku>>,<<巴库>>,<<AZE001
Turkmenbashi>>,<<土库曼巴希>>,<<TKM001
Hamadan>>,<<哈马丹>>,<<IRN013
Arak>>,<<阿拉克>>,<<IRN014
Tabriz>>,<<大不里士>>,<<IRN015
Rasht>>,<<拉什特>>,<<IRN017
Zanjan>>,<<桑姜>>,<<IRN018
Sanandaj>>,<<萨南达季>>,<<IRN019
Kermanshah>>,<<科曼莎>>,<<IRN020
Urgench>>,<<亚·乌尔根奇市>>,<<UZB002
Ashgabat>>,<<阿什哈巴德>>,<<TKM003
Mary>>,<<玛丽>>,<<TKM004
Mashhad>>,<<马什哈德>>,<<IRN021
Bukhara>>,<<布哈拉>>,<<UZB004
Samarkand>>,<<撒马尔罕>>,<<UZB005
Termez>>,<<泰尔梅兹的>>,<<UZB007
Herat>>,<<赫拉特>>,<<AFG006
Kerman>>,<<科曼地毯>>,<<IRN022
Zahedan>>,<<扎黑丹>>,<<IRN023
Al Kasab>>,<<艾尔卡萨伯>>,<<OMN001
Karachi>>,<<卡拉奇>>,<<PAK001
Muscat>>,<<马斯喀特>>,<<OMN002
Tarin Kowt>>,<<塔林科特>>,<<AFG007
Farah>>,<<法拉>>,<<AFG008
Kandahar>>,<<坎大哈>>,<<AFG010
Lashkar Gah>>,<<拉什卡尔加>>,<<AFG011
Zaranj>>,<<扎兰吉>>,<<AFG012
Quetta>>,<<奎达>>,<<PAK002
Srinagar>>,<<斯利那加>>,<<IND001
Amritsar>>,<<阿姆利则>>,<<IND002
Lahore>>,<<拉合尔>>,<<PAK003
Simla>>,<<西姆拉>>,<<IND003
Chandigarh>>,<<昌迪加尔>>,<<IND004
Delhi>>,<<德里>>,<<IND005
Jaipur>>,<<斋浦尔>>,<<IND006
Bhopal>>,<<博帕尔>>,<<IND007
New Delhi>>,<<新德里>>,<<IND008
Ghazni>>,<<加兹尼>>,<<AFG015
Hyderabad>>,<<海德拉巴>>,<<PAK007
Ahmadabad>>,<<阿默达巴德>>,<<IND010
Almaty>>,<<阿拉木图>>,<<KAZ017
Bishkek>>,<<比什凯克>>,<<KGZ001
Namangan>>,<<纳曼干>>,<<UZB008
Andizhan>>,<<安集延>>,<<UZB009
Osh>>,<<奥什>>,<<KGZ004
Fergana>>,<<费尔干纳>>,<<UZB010
Dushanbe>>,<<杜尚别>>,<<TJK001
Feyzabad>>,<<扎巴德>>,<<AFG017
Peshawar>>,<<白沙瓦>>,<<PAK008
Baghlan>>,<<巴格兰>>,<<AFG022
Bamian>>,<<巴米扬>>,<<AFG025
Kabul>>,<<喀布尔>>,<<AFG027
Baraki Barak>>,<<茨木市巴拉克>>,<<AFG029
Talas>>,<<塔拉斯>>,<<KGZ005
Tashkent>>,<<塔什干>>,<<UZB011
Gulistan>>,<<古丽>>,<<UZB012
Dzhambul>>,<<江布尔市>>,<<KAZ019
Urumqi>>,<<乌鲁木齐>>,<<CHN002
Lucknow>>,<<勒克瑙>>,<<IND011
Kanpur>>,<<坎普尔>>,<<IND012
Varanasi>>,<<瓦拉纳西>>,<<IND013
Pokhara>>,<<博卡拉>>,<<NPL008
Kathmandu>>,<<加德满都>>,<<NPL009
Patna>>,<<巴特那>>,<<IND014
Khulna>>,<<库尔纳>>,<<BGD002
Kolkata>>,<<加尔各答>>,<<IND015
Thimphu>>,<<廷布>>,<<BTN002
Paro>>,<<帕罗>>,<<BTN004
Gangtok>>,<<甘托克>>,<<IND016
Nagpur>>,<<那格浦尔>>,<<IND017
Chennai>>,<<钦奈>>,<<IND020
Pondicherry>>,<<本地治里>>,<<IND021
Madurai>>,<<马杜赖>>,<<IND023
Trivandrum>>,<<特里凡得琅>>,<<IND024
Cochin>>,<<科钦>>,<<IND025
Mumbai>>,<<孟买>>,<<IND028
Pune>>,<<浦那>>,<<IND029
Hyderabad>>,<<海德拉巴>>,<<IND030
Bangalore>>,<<班加罗尔>>,<<IND032
Mangalore>>,<<芒格洛尔>>,<<IND033
Trincomalee>>,<<亭可马里>>,<<LKA001
Kandy>>,<<康提>>,<<LKA004
Colombo>>,<<科伦坡>>,<<LKA006
Galle>>,<<加勒>>,<<LKA008
Koror>>,<<科罗尔>>,<<PLW001
Davao>>,<<达沃>>,<<PHL001
Manado>>,<<万鸦老>>,<<IDN001
Hiroshima>>,<<广岛>>,<<JPN001
Matsuyama>>,<<松山>>,<<JPN002
Luan Chau>>,<<菜肴洲>>,<<VNM004
Louangphrabang>>,<<琅勃拉邦>>,<<LAO005
Shimonoseki>>,<<下关>>,<<JPN003
Mandalay>>,<<曼德勒>>,<<MMR001
Mae Hong Son>>,<<湄宏>>,<<THA004
Surat Thani>>,<<苏拉特阿勒萨尼>>,<<THA007
Phangnga>>,<<攀牙>>,<<THA008
Phuket>>,<<普吉岛>>,<<THA009
Banda Aceh>>,<<班达亚齐>>,<<IDN002
Ipoh>>,<<怡保>>,<<MYS001
Medan>>,<<棉兰>>,<<IDN003
Krabi>>,<<甲米>>,<<THA011
Songkhla>>,<<宋卡>>,<<THA014
Kangar>>,<<加央>>,<<MYS003
Chittagong>>,<<吉大港>>,<<BGD003
Rangoon>>,<<仰光>>,<<MMR008
Moulmein>>,<<毛淡棉>>,<<MMR011
Tavoy>>,<<德林>>,<<MMR012
Port Blair>>,<<布莱尔港>>,<<IND034
Chiang Mai>>,<<清迈>>,<<THA017
Tak>>,<<达克>>,<<THA024
Bangkok>>,<<曼谷>>,<<THA041
Chachoengsao>>,<<北柳府>>,<<THA042
Chon Buri>>,<<分布利>>,<<THA045
Savannakhet>>,<<沙湾拿吉>>,<<LAO006
Ubon Ratchathani>>,<<乌汶府>>,<<THA053
Rayong>>,<<罗永府>>,<<THA056
Trat>>,<<达叻>>,<<THA058
Khon Kaen>>,<<孔敬>>,<<THA059
Surin>>,<<素林>>,<<THA066
Phnom Penh>>,<<金边>>,<<KHM011
Vientiane>>,<<万象>>,<<LAO012
Udon Thani>>,<<孔敬>>,<<THA069
Thai Binh>>,<<太平>>,<<VNM008
Tuyen Quang>>,<<宣光>>,<<VNM009
Thai Nguyen>>,<<泰国阮>>,<<VNM011
Hanoi>>,<<河内>>,<<VNM013
Thanh Hoa>>,<<清化>>,<<VNM016
Lang Son>>,<<谅山县>>,<<VNM017
Haiphong>>,<<海防>>,<<VNM020
Da Nang>>,<<岘港>>,<<VNM023
Tuy Hoa>>,<<图阿华>>,<<VNM028
Nha Trang>>,<<芽庄>>,<<VNM030
Da Lat>>,<<大叻>>,<<VNM031
Phan Thiet>>,<<睦乃至藩切城>>,<<VNM032
Kuala Terengganu>>,<<河口丁加奴>>,<<MYS007
Kuala Lumpur>>,<<吉隆坡>>,<<MYS009
Shah Alam>>,<<莎阿南>>,<<MYS010
Kuching>>,<<古晋>>,<<MYS011
Seremban>>,<<芙蓉>>,<<MYS012
Melaka>>,<<马六甲>>,<<MYS013
Johor Baharu>>,<<柔佛巴鲁>>,<<MYS014
Pekanbaru>>,<<内省>>,<<IDN004
Singapore>>,<<新加坡>>,<<SGP001
Narathiwat>>,<<那拉提瓦>>,<<THA072
Kota Baharu>>,<<哥打巴鲁>>,<<MYS015
Ho Chi Minh City>>,<<胡志明市>>,<<VNM035
Kampot>>,<<贡布>>,<<KHM018
Bac Lieu>>,<<薄寮>>,<<VNM046
Lhasa>>,<<拉萨>>,<<CHN004
Myitkyina>>,<<密支那>>,<<MMR013
Imphal>>,<<英帕尔>>,<<IND035
Shillong>>,<<西隆>>,<<IND040
Agartala>>,<<阿加尔塔拉>>,<<IND041
Dhaka>>,<<达卡>>,<<BGD004
Barisal>>,<<博里萨尔>>,<<BGD005
Yinchuan>>,<<银川>>,<<CHN006
Xining>>,<<西宁>>,<<CHN007
Lanzhou>>,<<兰州>>,<<CHN008
Xi'an>>,<<西安>>,<<CHN010
Hohhot City>>,<<呼和浩特>>,<<CHN011
Chengdu>>,<<成都>>,<<CHN012
Chongqing>>,<<重庆>>,<<CHN013
Guiyang>>,<<贵阳>>,<<CHN014
Kunming>>,<<昆明>>,<<CHN015
Nanning>>,<<南宁>>,<<CHN016
Ha Giang>>,<<河江>>,<<VNM047
Cao Bang>>,<<高平>>,<<VNM048
Lao Cai>>,<<老街>>,<<VNM049
Fuzhou>>,<<福州>>,<<CHN019
Taipei>>,<<台北>>,<<CHN020
Nanjing>>,<<南京>>,<<CHN024
Hefei>>,<<合肥>>,<<CHN025
Shanghai>>,<<上海>>,<<CHN026
Wuhan>>,<<武汉>>,<<CHN027
Hangzhou>>,<<杭州>>,<<CHN028
Nanchang>>,<<南昌>>,<<CHN029
Changsha>>,<<长沙>>,<<CHN030
Guangzhou>>,<<广州>>,<<CHN031
Shenyang>>,<<沈阳>>,<<CHN032
Haikou>>,<<海口>>,<<CHN033
Beijing>>,<<北京>>,<<CHN034
Tianjin>>,<<天津>>,<<CHN036
Shijiazhuang>>,<<石家庄>>,<<CHN037
Taiyuan>>,<<太原>>,<<CHN038
Jinan>>,<<济南>>,<<CHN039
Zhengzhou>>,<<郑州>>,<<CHN040
Vladivostok>>,<<符拉迪沃斯托克>>,<<RUS075
Taejon>>,<<大田>>,<<KOR001
Chonju>>,<<全州>>,<<KOR002
Pusan>>,<<釜山>>,<<KOR003
Kwangju>>,<<光州>>,<<KOR004
Taegu>>,<<大邱市>>,<<KOR005
Wonsan>>,<<元山>>,<<PRK002
Sariwon>>,<<沙里院>>,<<PRK004
Haeju>>,<<海州>>,<<PRK005
Kaesong>>,<<开城>>,<<PRK006
Seoul>>,<<首尔>>,<<KOR009
Changchun>>,<<长春>>,<<CHN041
Hyesan>>,<<惠山>>,<<PRK007
Kanggye>>,<<江界>>,<<PRK008
Sinuiju>>,<<新义州>>,<<PRK009
Hamhung>>,<<咸兴>>,<<PRK010
Kita Kyushu>>,<<北九州>>,<<JPN004
Fukuoka>>,<<福冈>>,<<JPN005
Cheju>>,<<济州>>,<<KOR010
Nagasaki>>,<<长崎>>,<<JPN006
Naha>>,<<那霸>>,<<JPN007
Hong Kong>>,<<香港>>,<<CHN044
Macau>>,<<澳门>>,<<CHN045
Quezon City>>,<<奎松城>>,<<PHL002
Manila>>,<<马尼拉>>,<<PHL003
Bandar Seri Begawan>>,<<斯里巴加湾市>>,<<BRN001
Ulaanbaatar>>,<<乌兰巴托>>,<<MNG004
Altay>>,<<阿尔泰>>,<<MNG007
Krasnoyarsk>>,<<克拉斯诺雅茨克>>,<<RUS080
Abakan>>,<<亚巴坎>>,<<RUS081
Kyzyl>>,<<孜勒>>,<<RUS082
Darhan>>,<<达尔汗>>,<<MNG014
Irkutsk>>,<<伊尔库茨克>>,<<RUS083
Ulan Ude>>,<<乌兰乌德>>,<<RUS084
Yakutsk>>,<<雅库茨克>>,<<RUS086
Chita>>,<<契塔>>,<<RUS087
Blagoveshchensk>>,<<布拉戈维申斯岛>>,<<RUS088
Harbin>>,<<哈尔滨>>,<<CHN048
Birobidzhan>>,<<比罗比詹>>,<<RUS090
Magadan>>,<<马加丹州>>,<<RUS091
Khabarovsk>>,<<哈巴罗夫斯克>>,<<RUS094
Yuzhno-Sakhalinsk>>,<<罗斯>>,<<RUS095
Anadyr>>,<<阿纳德尔河>>,<<RUS097
Tarawa>>,<<塔拉瓦>>,<<KIR001
Sapporo>>,<<札幌>>,<<JPN008
Aomori>>,<<青森县>>,<<JPN009
Sendai>>,<<仙台>>,<<JPN010
Tokyo>>,<<东京>>,<<JPN011
Kawasaki>>,<<川崎>>,<<JPN012
Yokohama>>,<<横滨>>,<<JPN013
Nagoya>>,<<名古屋>>,<<JPN014
Kyoto>>,<<京都>>,<<JPN015
Kobe>>,<<科比>>,<<JPN016
Osaka>>,<<大阪>>,<<JPN017
Gifu>>,<<岐阜>>,<<JPN018
Mutare>>,<<穆塔雷>>,<<ZWE001
Moroni>>,<<莫洛尼>>,<<COM001
Mocambique>>,<<莫桑比克>>,<<MOZ002
Harare>>,<<哈拉雷>>,<<ZWE004
Bulawayo>>,<<布拉瓦约>>,<<ZWE005
Port Gentil>>,<<让蒂尔港>>,<<GAB005
Swakopmund>>,<<斯瓦科普蒙德>>,<<NAM005
Luderitz>>,<<吕德里茨>>,<<NAM007
Cape Town>>,<<开普敦>>,<<ZAF001
Windhoek>>,<<温得和克>>,<<NAM008
Uige>>,<<威热>>,<<AGO007
Luanda>>,<<罗安达>>,<<AGO009
Malange>>,<<马兰热和>>,<<AGO011
Masuku>>,<<马苏库>>,<<GAB009
Cabinda>>,<<卡宾达>>,<<AGO013
Benguela>>,<<本格拉>>,<<AGO015
Huambo>>,<<万博>>,<<AGO016
Namibe>>,<<纳米>>,<<AGO018
Ndola>>,<<恩多拉>>,<<ZMB003
Kabwe>>,<<卡布韦>>,<<ZMB005
Lusaka>>,<<卢萨卡>>,<<ZMB006
Livingstone>>,<<利文斯通>>,<<ZMB009
Kigoma>>,<<基戈马>>,<<TZA007
Bujumbura>>,<<布琼布拉>>,<<BDI011
Gisenyi>>,<<吉塞尼>>,<<RWA002
Kigali>>,<<基加利>>,<<RWA007
Arusha>>,<<阿鲁沙>>,<<TZA009
Mombasa>>,<<蒙巴萨>>,<<KEN003
Tanga>>,<<坦噶>>,<<TZA011
Lindi>>,<<林迪城区>>,<<TZA013
Zanzibar>>,<<桑给巴尔>>,<<TZA017
Dodoma>>,<<多多马>>,<<TZA018
Kibaha>>,<<基巴哈>>,<<TZA019
Dar es Salaam>>,<<达累斯萨拉姆>>,<<TZA020
Kisumu>>,<<基苏姆城>>,<<KEN004
Nakuru>>,<<纳库鲁>>,<<KEN005
Nairobi>>,<<内罗毕>>,<<KEN008
Singida>>,<<辛吉达>>,<<TZA025
Lilongwe>>,<<利隆圭>>,<<MWI002
Nampula>>,<<楠普拉>>,<<MOZ007
Blantyre>>,<<布兰太尔>>,<<MWI003
Beira>>,<<贝拉>>,<<MOZ009
Maputo>>,<<马普托>>,<<MOZ010
