CITY NAME>>,<<CHINESE NAME>>,<<CITY GMI
Mahnomen>>,<<Mahnomen>>,<<USA-MNN087
Grundy>>,<<Grundy>>,<<USA-MOS079
Franklin>>,<<Franklin>>,<<USA-MOS071
Gentry>>,<<Gentry>>,<<USA-MOS075
Gasconade>>,<<Gasconade>>,<<USA-MOS073
Dunklin>>,<<Dunklin>>,<<USA-MOS069
Morrison>>,<<Morrison>>,<<USA-MNN097
Douglas>>,<<Douglas>>,<<USA-MOS067
Mower>>,<<Mower>>,<<USA-MNN099
Buchanan>>,<<Buchanan>>,<<USA-MOS021
Limestone>>,<<Limestone>>,<<USA-TEX293
Liberty>>,<<Liberty>>,<<USA-TEX291
Lavaca>>,<<Lavaca>>,<<USA-TEX285
La Salle>>,<<La Salle>>,<<USA-TEX283
Leon>>,<<Leon>>,<<USA-TEX289
Boone>>,<<Boone>>,<<USA-MOS019
Lee>>,<<Lee>>,<<USA-TEX287
Benton>>,<<Benton>>,<<USA-MOS015
Bollinger>>,<<Bollinger>>,<<USA-MOS017
Barton>>,<<Barton>>,<<USA-MOS011
Bates>>,<<Bates>>,<<USA-MOS013
Lampasas>>,<<Lampasas>>,<<USA-TEX281
Kleberg>>,<<Kleberg>>,<<USA-TEX273
Knox>>,<<Knox>>,<<USA-TEX275
Lamar>>,<<Lamar>>,<<USA-TEX277
Barry>>,<<Barry>>,<<USA-MOS009
Lamb>>,<<Lamb>>,<<USA-TEX279
Audrain>>,<<Audrain>>,<<USA-MOS007
Atchison>>,<<Atchison>>,<<USA-MOS005
Andrew>>,<<Andrew>>,<<USA-MOS003
Adair>>,<<Adair>>,<<USA-MOS001
Chariton>>,<<Chariton>>,<<USA-MOS041
Christian>>,<<Christian>>,<<USA-MOS043
Carroll>>,<<Carroll>>,<<USA-MOS033
Carter>>,<<Carter>>,<<USA-MOS035
Cass>>,<<Cass>>,<<USA-MOS037
Cedar>>,<<Cedar>>,<<USA-MOS039
Cape Girardeau>>,<<Cape Girardeau>>,<<USA-MOS031
Llano>>,<<Llano>>,<<USA-TEX299
Lipscomb>>,<<Lipscomb>>,<<USA-TEX295
Live Oak>>,<<Live Oak>>,<<USA-TEX297
Caldwell>>,<<Caldwell>>,<<USA-MOS025
Butler>>,<<Butler>>,<<USA-MOS023
Camden>>,<<Camden>>,<<USA-MOS029
Callaway>>,<<Callaway>>,<<USA-MOS027
Ellis>>,<<Ellis>>,<<USA-TEX139
Strafford>>,<<Strafford>>,<<USA-NHM017
Edwards>>,<<Edwards>>,<<USA-TEX137
Sullivan>>,<<Sullivan>>,<<USA-NHM019
Mason>>,<<Mason>>,<<USA-WVR053
Merrimack>>,<<Merrimack>>,<<USA-NHM013
Marshall>>,<<Marshall>>,<<USA-WVR051
Rockingham>>,<<Rockingham>>,<<USA-NHM015
Mineral>>,<<Mineral>>,<<USA-WVR057
Duval>>,<<Duval>>,<<USA-TEX131
Mercer>>,<<Mercer>>,<<USA-WVR055
Hillsborough>>,<<Hillsborough>>,<<USA-NHM011
Ector>>,<<Ector>>,<<USA-TEX135
Eastland>>,<<Eastland>>,<<USA-TEX133
Mingo>>,<<Mingo>>,<<USA-WVR059
Nelson>>,<<Nelson>>,<<USA-KEN179
Muhlenberg>>,<<Muhlenberg>>,<<USA-KEN177
Morgan>>,<<Morgan>>,<<USA-KEN175
Montgomery>>,<<Montgomery>>,<<USA-KEN173
Monroe>>,<<Monroe>>,<<USA-KEN171
Coos>>,<<Coos>>,<<USA-NHM007
Fayette>>,<<Fayette>>,<<USA-TEX149
Cheshire>>,<<Cheshire>>,<<USA-NHM005
Monongalia>>,<<Monongalia>>,<<USA-WVR061
Carroll>>,<<Carroll>>,<<USA-NHM003
Monroe>>,<<Monroe>>,<<USA-WVR063
Belknap>>,<<Belknap>>,<<USA-NHM001
Morgan>>,<<Morgan>>,<<USA-WVR065
El Paso>>,<<El Paso>>,<<USA-TEX141
Nicholas>>,<<Nicholas>>,<<USA-WVR067
Erath>>,<<Erath>>,<<USA-TEX143
Ohio>>,<<Ohio>>,<<USA-WVR069
Falls>>,<<Falls>>,<<USA-TEX145
Fannin>>,<<Fannin>>,<<USA-TEX147
Metcalfe>>,<<Metcalfe>>,<<USA-KEN169
Menifee>>,<<Menifee>>,<<USA-KEN165
Mercer>>,<<Mercer>>,<<USA-KEN167
Mason>>,<<Mason>>,<<USA-KEN161
Meade>>,<<Meade>>,<<USA-KEN163
Grafton>>,<<Grafton>>,<<USA-NHM009
Hardy>>,<<Hardy>>,<<USA-WVR031
Delta>>,<<Delta>>,<<USA-TEX119
Deaf Smith>>,<<Deaf Smith>>,<<USA-TEX117
Dawson>>,<<Dawson>>,<<USA-TEX115
Kanawha>>,<<Kanawha>>,<<USA-WVR039
Dallas>>,<<Dallas>>,<<USA-TEX113
Jefferson>>,<<Jefferson>>,<<USA-WVR037
Dallam>>,<<Dallam>>,<<USA-TEX111
Jackson>>,<<Jackson>>,<<USA-WVR035
Harrison>>,<<Harrison>>,<<USA-WVR033
Pulaski>>,<<Pulaski>>,<<USA-KEN199
Perry>>,<<Perry>>,<<USA-KEN193
Pendleton>>,<<Pendleton>>,<<USA-KEN191
Powell>>,<<Powell>>,<<USA-KEN197
Pike>>,<<Pike>>,<<USA-KEN195
Lewis>>,<<Lewis>>,<<USA-WVR041
Lincoln>>,<<Lincoln>>,<<USA-WVR043
Dimmit>>,<<Dimmit>>,<<USA-TEX127
Donley>>,<<Donley>>,<<USA-TEX129
DeWitt>>,<<DeWitt>>,<<USA-TEX123
Marion>>,<<Marion>>,<<USA-WVR049
Dickens>>,<<Dickens>>,<<USA-TEX125
Logan>>,<<Logan>>,<<USA-WVR045
McDowell>>,<<McDowell>>,<<USA-WVR047
Denton>>,<<Denton>>,<<USA-TEX121
Owen>>,<<Owen>>,<<USA-KEN187
Owsley>>,<<Owsley>>,<<USA-KEN189
Nicholas>>,<<Nicholas>>,<<USA-KEN181
Ohio>>,<<Ohio>>,<<USA-KEN183
Oldham>>,<<Oldham>>,<<USA-KEN185
Wayne>>,<<Wayne>>,<<USA-WVR099
Tucker>>,<<Tucker>>,<<USA-WVR093
Taylor>>,<<Taylor>>,<<USA-WVR091
Upshur>>,<<Upshur>>,<<USA-WVR097
Tyler>>,<<Tyler>>,<<USA-WVR095
Leslie>>,<<Leslie>>,<<USA-KEN131
Livingston>>,<<Livingston>>,<<USA-KEN139
Lincoln>>,<<Lincoln>>,<<USA-KEN137
Lewis>>,<<Lewis>>,<<USA-KEN135
Letcher>>,<<Letcher>>,<<USA-KEN133
Lee>>,<<Lee>>,<<USA-KEN129
Cottle>>,<<Cottle>>,<<USA-TEX101
Crane>>,<<Crane>>,<<USA-TEX103
Crockett>>,<<Crockett>>,<<USA-TEX105
Crosby>>,<<Crosby>>,<<USA-TEX107
Culberson>>,<<Culberson>>,<<USA-TEX109
Laurel>>,<<Laurel>>,<<USA-KEN125
Lawrence>>,<<Lawrence>>,<<USA-KEN127
Woodford>>,<<Woodford>>,<<USA-ILL203
Knox>>,<<Knox>>,<<USA-KEN121
Winnebago>>,<<Winnebago>>,<<USA-ILL201
Larue>>,<<Larue>>,<<USA-KEN123
Putnam>>,<<Putnam>>,<<USA-WVR079
Preston>>,<<Preston>>,<<USA-WVR077
Pocahontas>>,<<Pocahontas>>,<<USA-WVR075
Toole>>,<<Toole>>,<<USA-MNT101
Pleasants>>,<<Pleasants>>,<<USA-WVR073
Treasure>>,<<Treasure>>,<<USA-MNT103
Pendleton>>,<<Pendleton>>,<<USA-WVR071
Wibaux>>,<<Wibaux>>,<<USA-MNT109
Magoffin>>,<<Magoffin>>,<<USA-KEN153
Valley>>,<<Valley>>,<<USA-MNT105
Madison>>,<<Madison>>,<<USA-KEN151
Wheatland>>,<<Wheatland>>,<<USA-MNT107
Marshall>>,<<Marshall>>,<<USA-KEN157
Marion>>,<<Marion>>,<<USA-KEN155
Martin>>,<<Martin>>,<<USA-KEN159
Minnehaha>>,<<Minnehaha>>,<<USA-SDA099
Miner>>,<<Miner>>,<<USA-SDA097
Summers>>,<<Summers>>,<<USA-WVR089
Mellette>>,<<Mellette>>,<<USA-SDA095
Ritchie>>,<<Ritchie>>,<<USA-WVR085
Roane>>,<<Roane>>,<<USA-WVR087
Raleigh>>,<<Raleigh>>,<<USA-WVR081
Randolph>>,<<Randolph>>,<<USA-WVR083
Logan>>,<<Logan>>,<<USA-KEN141
Lyon>>,<<Lyon>>,<<USA-KEN143
McCracken>>,<<McCracken>>,<<USA-KEN145
McCreary>>,<<McCreary>>,<<USA-KEN147
McLean>>,<<McLean>>,<<USA-KEN149
Elk>>,<<Elk>>,<<USA-KAN049
Edwards>>,<<Edwards>>,<<USA-KAN047
Douglas>>,<<Douglas>>,<<USA-KAN045
Doniphan>>,<<Doniphan>>,<<USA-KAN043
Webster>>,<<Webster>>,<<USA-GEO307
Dickinson>>,<<Dickinson>>,<<USA-KAN041
Wayne>>,<<Wayne>>,<<USA-GEO305
Washington>>,<<Washington>>,<<USA-GEO303
Warren>>,<<Warren>>,<<USA-GEO301
Wheeler>>,<<Wheeler>>,<<USA-GEO309
Crawford>>,<<Crawford>>,<<USA-KAN037
Young>>,<<Young>>,<<USA-TEX503
Decatur>>,<<Decatur>>,<<USA-KAN039
Yoakum>>,<<Yoakum>>,<<USA-TEX501
Zavala>>,<<Zavala>>,<<USA-TEX507
Comanche>>,<<Comanche>>,<<USA-KAN033
Zapata>>,<<Zapata>>,<<USA-TEX505
Cowley>>,<<Cowley>>,<<USA-KAN035
District of Columbia>>,<<District of Columbia>>,<<USA-DOC001
Wilcox>>,<<Wilcox>>,<<USA-GEO315
Coffey>>,<<Coffey>>,<<USA-KAN031
Wilkes>>,<<Wilkes>>,<<USA-GEO317
White>>,<<White>>,<<USA-GEO311
Whitfield>>,<<Whitfield>>,<<USA-GEO313
Yellowstone>>,<<Yellowstone>>,<<USA-MNT111
Wilkinson>>,<<Wilkinson>>,<<USA-GEO319
Grant>>,<<Grant>>,<<USA-KAN067
Graham>>,<<Graham>>,<<USA-KAN065
Worth>>,<<Worth>>,<<USA-GEO321
Gray>>,<<Gray>>,<<USA-KAN069
Gove>>,<<Gove>>,<<USA-KAN063
Geary>>,<<Geary>>,<<USA-KAN061
Finney>>,<<Finney>>,<<USA-KAN055
Ford>>,<<Ford>>,<<USA-KAN057
Franklin>>,<<Franklin>>,<<USA-KAN059
Ellis>>,<<Ellis>>,<<USA-KAN051
Ellsworth>>,<<Ellsworth>>,<<USA-KAN053
Jackson>>,<<Jackson>>,<<USA-KAN085
Hodgeman>>,<<Hodgeman>>,<<USA-KAN083
Haskell>>,<<Haskell>>,<<USA-KAN081
Jewell>>,<<Jewell>>,<<USA-KAN089
Jefferson>>,<<Jefferson>>,<<USA-KAN087
Colonial Heights>>,<<Colonial Heights>>,<<USA-VRG570
Greenwood>>,<<Greenwood>>,<<USA-KAN073
Hamilton>>,<<Hamilton>>,<<USA-KAN075
Greeley>>,<<Greeley>>,<<USA-KAN071
Harper>>,<<Harper>>,<<USA-KAN077
Harvey>>,<<Harvey>>,<<USA-KAN079
Emporia>>,<<Emporia>>,<<USA-VRG595
Danville>>,<<Danville>>,<<USA-VRG590
Johnson>>,<<Johnson>>,<<USA-KAN091
Antrim>>,<<Antrim>>,<<USA-MCH009
Kearny>>,<<Kearny>>,<<USA-KAN093
Alpena>>,<<Alpena>>,<<USA-MCH007
Kingman>>,<<Kingman>>,<<USA-KAN095
Allegan>>,<<Allegan>>,<<USA-MCH005
Kiowa>>,<<Kiowa>>,<<USA-KAN097
Alger>>,<<Alger>>,<<USA-MCH003
Labette>>,<<Labette>>,<<USA-KAN099
Alcona>>,<<Alcona>>,<<USA-MCH001
Covington>>,<<Covington>>,<<USA-VRG580
Prairie>>,<<Prairie>>,<<USA-MNT079
Powell>>,<<Powell>>,<<USA-MNT077
Powder River>>,<<Powder River>>,<<USA-MNT075
Pondera>>,<<Pondera>>,<<USA-MNT073
Phillips>>,<<Phillips>>,<<USA-MNT071
Wright>>,<<Wright>>,<<USA-MNN171
Bristol>>,<<Bristol>>,<<USA-VRG520
Yellow Medicine>>,<<Yellow Medicine>>,<<USA-MNN173
Washington>>,<<Washington>>,<<USA-MNN163
Branch>>,<<Branch>>,<<USA-MCH023
Watonwan>>,<<Watonwan>>,<<USA-MNN165
Calhoun>>,<<Calhoun>>,<<USA-MCH025
Wilkin>>,<<Wilkin>>,<<USA-MNN167
Winona>>,<<Winona>>,<<USA-MNN169
Berrien>>,<<Berrien>>,<<USA-MCH021
Cass>>,<<Cass>>,<<USA-MCH027
Charlevoix>>,<<Charlevoix>>,<<USA-MCH029
Bennett>>,<<Bennett>>,<<USA-SDA007
Bon Homme>>,<<Bon Homme>>,<<USA-SDA009
Aurora>>,<<Aurora>>,<<USA-SDA003
Rosebud>>,<<Rosebud>>,<<USA-MNT087
Beadle>>,<<Beadle>>,<<USA-SDA005
Sanders>>,<<Sanders>>,<<USA-MNT089
Richland>>,<<Richland>>,<<USA-MNT083
Roosevelt>>,<<Roosevelt>>,<<USA-MNT085
Buena Vista>>,<<Buena Vista>>,<<USA-VRG530
Ravalli>>,<<Ravalli>>,<<USA-MNT081
Barry>>,<<Barry>>,<<USA-MCH015
Baraga>>,<<Baraga>>,<<USA-MCH013
Arenac>>,<<Arenac>>,<<USA-MCH011
Benzie>>,<<Benzie>>,<<USA-MCH019
Bay>>,<<Bay>>,<<USA-MCH017
Teton>>,<<Teton>>,<<USA-MNT099
Sweet Grass>>,<<Sweet Grass>>,<<USA-MNT097
Sheridan>>,<<Sheridan>>,<<USA-MNT091
Swift>>,<<Swift>>,<<USA-MNN151
Charlottesville>>,<<Charlottesville>>,<<USA-VRG540
Stillwater>>,<<Stillwater>>,<<USA-MNT095
Silver Bow>>,<<Silver Bow>>,<<USA-MNT093
Gladwin>>,<<Gladwin>>,<<USA-MCH051
Stearns>>,<<Stearns>>,<<USA-MNN145
Delta>>,<<Delta>>,<<USA-MCH041
Steele>>,<<Steele>>,<<USA-MNN147
Dickinson>>,<<Dickinson>>,<<USA-MCH043
Sherburne>>,<<Sherburne>>,<<USA-MNN141
Eaton>>,<<Eaton>>,<<USA-MCH045
Sibley>>,<<Sibley>>,<<USA-MNN143
Emmet>>,<<Emmet>>,<<USA-MCH047
Genesee>>,<<Genesee>>,<<USA-MCH049
Stevens>>,<<Stevens>>,<<USA-MNN149
Waseca>>,<<Waseca>>,<<USA-MNN161
Linn>>,<<Linn>>,<<USA-KAN107
Chesapeake>>,<<Chesapeake>>,<<USA-VRG550
Logan>>,<<Logan>>,<<USA-KAN109
Chippewa>>,<<Chippewa>>,<<USA-MCH033
Leavenworth>>,<<Leavenworth>>,<<USA-KAN103
Wadena>>,<<Wadena>>,<<USA-MNN159
Cheboygan>>,<<Cheboygan>>,<<USA-MCH031
Lincoln>>,<<Lincoln>>,<<USA-KAN105
Wabasha>>,<<Wabasha>>,<<USA-MNN157
Clinton>>,<<Clinton>>,<<USA-MCH037
Traverse>>,<<Traverse>>,<<USA-MNN155
Lane>>,<<Lane>>,<<USA-KAN101
Clare>>,<<Clare>>,<<USA-MCH035
Todd>>,<<Todd>>,<<USA-MNN153
Crawford>>,<<Crawford>>,<<USA-MCH039
Iron>>,<<Iron>>,<<USA-MCH071
Meade>>,<<Meade>>,<<USA-KAN119
Isabella>>,<<Isabella>>,<<USA-MCH073
Marshall>>,<<Marshall>>,<<USA-KAN117
Redwood>>,<<Redwood>>,<<USA-MNN127
Renville>>,<<Renville>>,<<USA-MNN129
Lyon>>,<<Lyon>>,<<USA-KAN111
Ionia>>,<<Ionia>>,<<USA-MCH067
Iosco>>,<<Iosco>>,<<USA-MCH069
Pope>>,<<Pope>>,<<USA-MNN121
Huron>>,<<Huron>>,<<USA-MCH063
Marion>>,<<Marion>>,<<USA-KAN115
Ramsey>>,<<Ramsey>>,<<USA-MNN123
McPherson>>,<<McPherson>>,<<USA-KAN113
Ingham>>,<<Ingham>>,<<USA-MCH065
Red Lake>>,<<Red Lake>>,<<USA-MNN125
Morton>>,<<Morton>>,<<USA-KAN129
Houghton>>,<<Houghton>>,<<USA-MCH061
Scott>>,<<Scott>>,<<USA-MNN139
Rock>>,<<Rock>>,<<USA-MNN133
Hillsdale>>,<<Hillsdale>>,<<USA-MCH059
Miami>>,<<Miami>>,<<USA-KAN121
Rice>>,<<Rice>>,<<USA-MNN131
Mitchell>>,<<Mitchell>>,<<USA-KAN123
Gratiot>>,<<Gratiot>>,<<USA-MCH057
St. Louis>>,<<St. Louis>>,<<USA-MNN137
Montgomery>>,<<Montgomery>>,<<USA-KAN125
Grand Traverse>>,<<Grand Traverse>>,<<USA-MCH055
Roseau>>,<<Roseau>>,<<USA-MNN135
Gogebic>>,<<Gogebic>>,<<USA-MCH053
Morris>>,<<Morris>>,<<USA-KAN127
Lenawee>>,<<Lenawee>>,<<USA-MCH091
Livingston>>,<<Livingston>>,<<USA-MCH093
Luce>>,<<Luce>>,<<USA-MCH095
Osage>>,<<Osage>>,<<USA-KAN139
Olmsted>>,<<Olmsted>>,<<USA-MNN109
Nobles>>,<<Nobles>>,<<USA-MNN105
Norman>>,<<Norman>>,<<USA-MNN107
Lake>>,<<Lake>>,<<USA-MCH085
Norton>>,<<Norton>>,<<USA-KAN137
Murray>>,<<Murray>>,<<USA-MNN101
Lapeer>>,<<Lapeer>>,<<USA-MCH087
Ness>>,<<Ness>>,<<USA-KAN135
Nicollet>>,<<Nicollet>>,<<USA-MNN103
Neosho>>,<<Neosho>>,<<USA-KAN133
Leelanau>>,<<Leelanau>>,<<USA-MCH089
Nemaha>>,<<Nemaha>>,<<USA-KAN131
Alexandria>>,<<Alexandria>>,<<USA-VRG510
Keweenaw>>,<<Keweenaw>>,<<USA-MCH083
Kent>>,<<Kent>>,<<USA-MCH081
Osborne>>,<<Osborne>>,<<USA-KAN141
Polk>>,<<Polk>>,<<USA-MNN119
Pipestone>>,<<Pipestone>>,<<USA-MNN117
Pine>>,<<Pine>>,<<USA-MNN115
Bedford>>,<<Bedford>>,<<USA-VRG515
Kalamazoo>>,<<Kalamazoo>>,<<USA-MCH077
Phillips>>,<<Phillips>>,<<USA-KAN147
Pennington>>,<<Pennington>>,<<USA-MNN113
Pottawatomie>>,<<Pottawatomie>>,<<USA-KAN149
Jackson>>,<<Jackson>>,<<USA-MCH075
Otter Tail>>,<<Otter Tail>>,<<USA-MNN111
Ottawa>>,<<Ottawa>>,<<USA-KAN143
Pawnee>>,<<Pawnee>>,<<USA-KAN145
Kalkaska>>,<<Kalkaska>>,<<USA-MCH079
Robertson>>,<<Robertson>>,<<USA-KEN201
Lawrence>>,<<Lawrence>>,<<USA-SDA081
Wyoming>>,<<Wyoming>>,<<USA-WVR109
Rowan>>,<<Rowan>>,<<USA-KEN205
Rockcastle>>,<<Rockcastle>>,<<USA-KEN203
Wood>>,<<Wood>>,<<USA-WVR107
Baltimore>>,<<Baltimore>>,<<USA-MRY510
Yamhill>>,<<Yamhill>>,<<USA-ORE071
Wirt>>,<<Wirt>>,<<USA-WVR105
Scott>>,<<Scott>>,<<USA-KEN209
Kingsbury>>,<<Kingsbury>>,<<USA-SDA077
Wetzel>>,<<Wetzel>>,<<USA-WVR103
Russell>>,<<Russell>>,<<USA-KEN207
Lake>>,<<Lake>>,<<USA-SDA079
Webster>>,<<Webster>>,<<USA-WVR101
Jerauld>>,<<Jerauld>>,<<USA-SDA073
Jones>>,<<Jones>>,<<USA-SDA075
Meade>>,<<Meade>>,<<USA-SDA093
Marshall>>,<<Marshall>>,<<USA-SDA091
Shelby>>,<<Shelby>>,<<USA-KEN211
Mackinac>>,<<Mackinac>>,<<USA-MCH097
Simpson>>,<<Simpson>>,<<USA-KEN213
Macomb>>,<<Macomb>>,<<USA-MCH099
Spencer>>,<<Spencer>>,<<USA-KEN215
Wallowa>>,<<Wallowa>>,<<USA-ORE063
Union>>,<<Union>>,<<USA-ORE061
McPherson>>,<<McPherson>>,<<USA-SDA089
Taylor>>,<<Taylor>>,<<USA-KEN217
McCook>>,<<McCook>>,<<USA-SDA087
Wheeler>>,<<Wheeler>>,<<USA-ORE069
Todd>>,<<Todd>>,<<USA-KEN219
Lyman>>,<<Lyman>>,<<USA-SDA085
Washington>>,<<Washington>>,<<USA-ORE067
Lincoln>>,<<Lincoln>>,<<USA-SDA083
Wasco>>,<<Wasco>>,<<USA-ORE065
Warren>>,<<Warren>>,<<USA-KEN227
Union>>,<<Union>>,<<USA-KEN225
Trimble>>,<<Trimble>>,<<USA-KEN223
Trigg>>,<<Trigg>>,<<USA-KEN221
Hand>>,<<Hand>>,<<USA-SDA059
Multnomah>>,<<Multnomah>>,<<USA-ORE051
Polk>>,<<Polk>>,<<USA-ORE053
Grant>>,<<Grant>>,<<USA-SDA051
Sherman>>,<<Sherman>>,<<USA-ORE055
Gregory>>,<<Gregory>>,<<USA-SDA053
Tillamook>>,<<Tillamook>>,<<USA-ORE057
Haakon>>,<<Haakon>>,<<USA-SDA055
Washington>>,<<Washington>>,<<USA-KEN229
Umatilla>>,<<Umatilla>>,<<USA-ORE059
Hamlin>>,<<Hamlin>>,<<USA-SDA057
Whitley>>,<<Whitley>>,<<USA-KEN235
Wolfe>>,<<Wolfe>>,<<USA-KEN237
Wayne>>,<<Wayne>>,<<USA-KEN231
Jackson>>,<<Jackson>>,<<USA-SDA071
Webster>>,<<Webster>>,<<USA-KEN233
Hyde>>,<<Hyde>>,<<USA-SDA069
Lincoln>>,<<Lincoln>>,<<USA-ORE041
Hansford>>,<<Hansford>>,<<USA-TEX195
Harding>>,<<Harding>>,<<USA-SDA063
Malheur>>,<<Malheur>>,<<USA-ORE045
Hardeman>>,<<Hardeman>>,<<USA-TEX197
Hanson>>,<<Hanson>>,<<USA-SDA061
Linn>>,<<Linn>>,<<USA-ORE043
Hardin>>,<<Hardin>>,<<USA-TEX199
Hutchinson>>,<<Hutchinson>>,<<USA-SDA067
Woodford>>,<<Woodford>>,<<USA-KEN239
Morrow>>,<<Morrow>>,<<USA-ORE049
Hughes>>,<<Hughes>>,<<USA-SDA065
Marion>>,<<Marion>>,<<USA-ORE047
Hamilton>>,<<Hamilton>>,<<USA-TEX193
Hall>>,<<Hall>>,<<USA-TEX191
Lane>>,<<Lane>>,<<USA-ORE039
Custer>>,<<Custer>>,<<USA-SDA033
Klamath>>,<<Klamath>>,<<USA-ORE035
Hale>>,<<Hale>>,<<USA-TEX189
Davison>>,<<Davison>>,<<USA-SDA035
Lake>>,<<Lake>>,<<USA-ORE037
Guadalupe>>,<<Guadalupe>>,<<USA-TEX187
Jefferson>>,<<Jefferson>>,<<USA-ORE031
Corson>>,<<Corson>>,<<USA-SDA031
Grimes>>,<<Grimes>>,<<USA-TEX185
Josephine>>,<<Josephine>>,<<USA-ORE033
Day>>,<<Day>>,<<USA-SDA037
Deuel>>,<<Deuel>>,<<USA-SDA039
Grayson>>,<<Grayson>>,<<USA-TEX181
Gregg>>,<<Gregg>>,<<USA-TEX183
Jackson>>,<<Jackson>>,<<USA-ORE029
Hood River>>,<<Hood River>>,<<USA-ORE027
Gonzales>>,<<Gonzales>>,<<USA-TEX177
Edmunds>>,<<Edmunds>>,<<USA-SDA045
Harney>>,<<Harney>>,<<USA-ORE025
Douglas>>,<<Douglas>>,<<USA-SDA043
Gray>>,<<Gray>>,<<USA-TEX179
Grant>>,<<Grant>>,<<USA-ORE023
Glasscock>>,<<Glasscock>>,<<USA-TEX173
Dewey>>,<<Dewey>>,<<USA-SDA041
Gilliam>>,<<Gilliam>>,<<USA-ORE021
Goliad>>,<<Goliad>>,<<USA-TEX175
Faulk>>,<<Faulk>>,<<USA-SDA049
Fall River>>,<<Fall River>>,<<USA-SDA047
Maui>>,<<Maui>>,<<USA-HAW009
Kauai>>,<<Kauai>>,<<USA-HAW007
Kalawao>>,<<Kalawao>>,<<USA-HAW005
Deschutes>>,<<Deschutes>>,<<USA-ORE017
Honolulu>>,<<Honolulu>>,<<USA-HAW003
Douglas>>,<<Douglas>>,<<USA-ORE019
Hawaii>>,<<Hawaii>>,<<USA-HAW001
Gillespie>>,<<Gillespie>>,<<USA-TEX171
Gaines>>,<<Gaines>>,<<USA-TEX165
Frio>>,<<Frio>>,<<USA-TEX163
Coos>>,<<Coos>>,<<USA-ORE011
Garza>>,<<Garza>>,<<USA-TEX169
Brookings>>,<<Brookings>>,<<USA-SDA011
Crook>>,<<Crook>>,<<USA-ORE013
Galveston>>,<<Galveston>>,<<USA-TEX167
Brown>>,<<Brown>>,<<USA-SDA013
Curry>>,<<Curry>>,<<USA-ORE015
Brule>>,<<Brule>>,<<USA-SDA015
Buffalo>>,<<Buffalo>>,<<USA-SDA017
Butte>>,<<Butte>>,<<USA-SDA019
Columbia>>,<<Columbia>>,<<USA-ORE009
Clatsop>>,<<Clatsop>>,<<USA-ORE007
Freestone>>,<<Freestone>>,<<USA-TEX161
Baker>>,<<Baker>>,<<USA-ORE001
Fisher>>,<<Fisher>>,<<USA-TEX151
Floyd>>,<<Floyd>>,<<USA-TEX153
Clackamas>>,<<Clackamas>>,<<USA-ORE005
Foard>>,<<Foard>>,<<USA-TEX155
Charles Mix>>,<<Charles Mix>>,<<USA-SDA023
Benton>>,<<Benton>>,<<USA-ORE003
Campbell>>,<<Campbell>>,<<USA-SDA021
Fort Bend>>,<<Fort Bend>>,<<USA-TEX157
Franklin>>,<<Franklin>>,<<USA-TEX159
Clay>>,<<Clay>>,<<USA-SDA027
Clark>>,<<Clark>>,<<USA-SDA025
Codington>>,<<Codington>>,<<USA-SDA029
Stonewall>>,<<Stonewall>>,<<USA-TEX433
Sterling>>,<<Sterling>>,<<USA-TEX431
Graham>>,<<Graham>>,<<USA-ARZ009
Gila>>,<<Gila>>,<<USA-ARZ007
Worcester>>,<<Worcester>>,<<USA-MSS027
Macoupin>>,<<Macoupin>>,<<USA-ILL117
Coconino>>,<<Coconino>>,<<USA-ARZ005
Madison>>,<<Madison>>,<<USA-ILL119
Cochise>>,<<Cochise>>,<<USA-ARZ003
Plymouth>>,<<Plymouth>>,<<USA-MSS023
McLean>>,<<McLean>>,<<USA-ILL113
Tarrant>>,<<Tarrant>>,<<USA-TEX439
Suffolk>>,<<Suffolk>>,<<USA-MSS025
Apache>>,<<Apache>>,<<USA-ARZ001
Macon>>,<<Macon>>,<<USA-ILL115
Swisher>>,<<Swisher>>,<<USA-TEX437
Sutton>>,<<Sutton>>,<<USA-TEX435
Norfolk>>,<<Norfolk>>,<<USA-MSS021
McHenry>>,<<McHenry>>,<<USA-ILL111
Anderson>>,<<Anderson>>,<<USA-TEX001
Andrews>>,<<Andrews>>,<<USA-TEX003
Archer>>,<<Archer>>,<<USA-TEX009
Angelina>>,<<Angelina>>,<<USA-TEX005
Aransas>>,<<Aransas>>,<<USA-TEX007
Taylor>>,<<Taylor>>,<<USA-TEX441
Terrell>>,<<Terrell>>,<<USA-TEX443
McDonough>>,<<McDonough>>,<<USA-ILL109
Logan>>,<<Logan>>,<<USA-ILL107
Livingston>>,<<Livingston>>,<<USA-ILL105
Titus>>,<<Titus>>,<<USA-TEX449
Lee>>,<<Lee>>,<<USA-ILL103
Lawrence>>,<<Lawrence>>,<<USA-ILL101
Terry>>,<<Terry>>,<<USA-TEX445
Throckmorton>>,<<Throckmorton>>,<<USA-TEX447
Armstrong>>,<<Armstrong>>,<<USA-TEX011
Austin>>,<<Austin>>,<<USA-TEX015
Ogle>>,<<Ogle>>,<<USA-ILL141
Atascosa>>,<<Atascosa>>,<<USA-TEX013
Bandera>>,<<Bandera>>,<<USA-TEX019
Bailey>>,<<Bailey>>,<<USA-TEX017
Tom Green>>,<<Tom Green>>,<<USA-TEX451
Bristol>>,<<Bristol>>,<<USA-MSS005
